image,caption,subset,num_ratings,ratings,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7
http://images.cocodataset.org/val2014/COCO_val2014_000000013769.jpg,a white toilet sitting in a bathroom stall,test,4,5,3,5,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013892.jpg,a man is standing in front of a statue of a bear .,val,4,1,1,2,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013965.jpg,A green an White train car traveling past a road filled with heavy traffic.,val,4,5,3,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013965.jpg,a green and white train on a city street,val,4,5,4,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000013985.jpg,a man is sitting at a desk in a room with a computer screen .,test,5,5,5,5,3,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014029.jpg,a woman sitting on a surfboard on the beach,test,4,4,4,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014278.jpg,a group of people are walking around a building .,test,4,4,4,2,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014282.jpg,"A fancy bathroom with a large tub, separate shower, and double sink.",train,4,5,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014285.jpg,a cat laying on a bed in a room,train,5,4,4,4,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014297.jpg,A house boat along the water has bicycles on deck.,train,4,5,5,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014306.jpg,Two toothbrushes in  packages with a mans face on them,val,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014321.jpg,a group of people that are next to each other .,train,4,2,1,2,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014338.jpg,a boat that is sailing across the waters .,test,5,3,5,4,3,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014392.jpg,A man in blue hat pointing towards a street.,train,5,4,5,5,5,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014504.jpg,a bunch of boxes that are on display .,train,5,1,2,2,2,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014592.jpg,a dog is standing on a rock looking at the camera .,test,4,2,2,1,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014681.jpg,A man is laying down on a bed with white sheets.,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014756.jpg,A sinister SOB smoking a cigarette holding a blood soaked baseball bat in a dark demonic oom.,train,4,5,4,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014773.jpg,Two men walking through a forest on a trail.,train,5,1,1,1,1,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014781.jpg,a large wooden table with a vase of flowers .,test,5,1,1,1,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014874.jpg,a man is standing in front of a snowy mountain .,train,5,4,4,3,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014880.jpg,The bed has a brown and white blanket at the end of the bed,train,5,1,1,2,1,1,,
http://images.cocodataset.org/val2014/COCO_val2014_000000014961.jpg,A picture of a man that is posing for a picture.,train,5,4,5,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015017.jpg,a man standing on a tennis court holding a racquet,test,5,4,5,4,4,4,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015032.jpg,a couple of baseball players playing a game of baseball,train,5,4,4,3,5,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015050.jpg,A man riding skis down a snow covered slope.,val,4,4,4,5,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015272.jpg,A red light is a wonderful contrast to the pink leaves on trees,val,5,5,3,4,4,5,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015301.jpg,A traffic light sitting on the side of a road.,train,4,1,1,1,1,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015338.jpg,A yellow bus is on a street near a black guard rail.,train,4,5,4,4,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015338.jpg,a public transit bus on a city street,train,4,5,5,4,5,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015386.jpg,a room with a fireplace and a table in front of it .,train,5,2,2,2,1,2,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015517.jpg,Buses parked on a road outside a large bus station. ,train,4,5,5,5,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015597.jpg,a man is standing in front of a large display of a bear .,train,4,1,2,2,3,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015614.jpg,a couple of giraffe standing on top of a lush green field,train,4,5,5,5,4,,,
http://images.cocodataset.org/val2014/COCO_val2014_000000015663.jpg,Bicyclists riding down the middle of a city street.,train,4,5,4,5,5,,,
